,trope,all_genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
10,BerserkButton,0.00227069859217,0.00169087695027,0.00151567908568,0.00264007040188,0.00365123411713,0.00288274365871,0.00284176298604,0.00316205533597,0.00242761969131,0.00297922383379,0.00202011330201,0.000794281175536,0.00239985231678,0.00145726125962,0.00296552576301,0.00330812854442,0.00234466588511,0.00151967985411,0.00140023337223,0.00406504065041,0.00640830027464,0.00193340494092,0.00207296849088,0.0014064697609
11,RunningGag,0.00214019867308,0.00170624855891,0.00172050058374,0.00146670577882,0.00160654301154,0.00401206591676,0.00224062081591,0.00158102766798,0.00155864218817,0.00297922383379,0.00188836678231,0.00158856235107,0.00147683219494,0.000956327701626,0.00333621648338,0.00330812854442,0.00110720333464,0.00354591965959,0.00140023337223,0.00406504065041,0.00152578577968,0.00093984962406,0.00228026533997,0.00225035161744
12,TheCameo,0.00212975867955,0.00162939051572,0.00176146488335,0.00205338809035,0.00262888856433,0.00337310727076,0.00207667295133,0.00316205533597,0.00168278183147,0.00250882007056,0.00193228228888,0.000794281175536,0.00147683219494,0.00145726125962,0.00333621648338,0.00354442344045,0.00156311059007,0.00278607973254,0.00160026671112,0.0,0.0051876716509,0.00147690655209,0.000829187396352,0.00196905766526
13,BigBad,0.00212453868279,0.00333563907463,0.00243737582697,0.00205338809035,0.000438148094056,0.00135221480898,0.00289641227423,0.00316205533597,0.00148967571967,0.00117600940808,0.00263493039392,0.00238284352661,0.00184604024368,0.00282344369051,0.000988508587668,0.000945179584121,0.00214927706135,0.000810495922192,0.00243373895649,0.0,0.00122062862374,0.0030880773362,0.00248756218905,0.00225035161744
14,KarmaHoudini,0.00211931868602,0.00133732995158,0.00133133973742,0.000880023467292,0.00248283919965,0.00219920650252,0.00322430800339,0.00474308300395,0.00268969227162,0.00211681693454,0.00131746519696,0.00317712470214,0.00166143621931,0.00177603716016,0.0014827628815,0.00189035916824,0.00254005470887,0.00187427182007,0.000933488914819,0.0,0.00335672871529,0.00241675617615,0.00145107794362,0.00112517580872
15,GroinAttack,0.00207233871515,0.00225962646991,0.00176146488335,0.00234672924611,0.00131444428217,0.00283816514852,0.00265049047736,0.00237154150198,0.00121380984565,0.00250882007056,0.00188836678231,0.0,0.00129222817057,0.00286898310488,0.0014827628815,0.00165406427221,0.00143285137423,0.0013677118687,0.00166694449075,0.0,0.00488251449496,0.00209452201933,0.00103648424544,0.00196905766526
16,WhatHappenedToTheMouse,0.00202013874751,0.00205979555761,0.00219159002929,0.00264007040188,0.00189864174091,0.00166426438028,0.00210399759543,0.00553359683794,0.00205520076139,0.00243041944336,0.00219577532827,0.00238284352661,0.00147683219494,0.00227697071816,0.00160632645496,0.00189035916824,0.00221440666927,0.00126639987843,0.00206701116853,0.00406504065041,0.00122062862374,0.00187969924812,0.0016583747927,0.00225035161744
17,BrickJoke,0.00201491875075,0.00152178925525,0.00176146488335,0.00234672924611,0.00204469110559,0.0035662808149,0.00183075115447,0.00158102766798,0.00146208913226,0.003057624461,0.00210794431514,0.0,0.000923020121839,0.00136618243089,0.00271839861609,0.00259924385633,0.00136772176631,0.00202623980548,0.00190031671945,0.00406504065041,0.00213610009155,0.00126208378088,0.0016583747927,0.0014064697609
18,DownerEnding,0.00193139880253,0.000860810083775,0.000696393093419,0.000293341155764,0.00350518475245,0.000772694176561,0.00226794546001,0.00237154150198,0.00314487096374,0.00015680125441,0.000658732598481,0.00794281175536,0.00332287243862,0.00368869256341,0.00160632645496,0.00189035916824,0.00377751725935,0.0017729598298,0.00130021670278,0.0,0.00335672871529,0.00290010741139,0.00310945273632,0.0014064697609
19,BookEnds,0.00192617880577,0.00147567442933,0.00141326833664,0.000586682311528,0.00175259237622,0.00185743792442,0.00202202366314,0.00632411067194,0.00263451909682,0.00117600940808,0.00153704272979,0.00158856235107,0.00258445634115,0.00104740653035,0.00197701717534,0.00141776937618,0.00175849941383,0.00278607973254,0.00140023337223,0.0,0.00396704302716,0.00193340494092,0.00290215588723,0.00112517580872
20,TooDumbToLive,0.00190007882195,0.00212128199216,0.00172050058374,0.00205338809035,0.00189864174091,0.00138193381577,0.0023225947482,0.00237154150198,0.00128277631416,0.00211681693454,0.00153704272979,0.000794281175536,0.000738416097471,0.00414408670704,0.00086494501421,0.000708884688091,0.00221440666927,0.000455903956233,0.00300050008335,0.0,0.0,0.00287325456498,0.00124378109453,0.00056258790436
21,FanService,0.0018791988349,0.0018599646453,0.00143375048645,0.00117336462306,0.00146049364685,0.00208033047536,0.00210399759543,0.00237154150198,0.00157243548187,0.00062720501764,0.00140529621009,0.000794281175536,0.000553812073103,0.00291452251924,0.00160632645496,0.00189035916824,0.00214927706135,0.00227951978117,0.00173362227038,0.0,0.00335672871529,0.00214822771214,0.000621890547264,0.00028129395218
22,PrecisionFStrike,0.0018791988349,0.00176773499347,0.00161808983471,0.000293341155764,0.00248283919965,0.00243695855685,0.00185807579856,0.00158102766798,0.00188968123698,0.00125441003528,0.00131746519696,0.0,0.00295366438988,0.00127510360217,0.00135919930804,0.00141776937618,0.00182362902175,0.00263411174713,0.00216702783797,0.00406504065041,0.00244125724748,0.00187969924812,0.00103648424544,0.00028129395218
23,IronicEcho,0.00186353884461,0.00195219429713,0.00184339348258,0.00176004693458,0.000730246823426,0.00156024785652,0.00221329617182,0.00237154150198,0.00205520076139,0.00196001568013,0.00202011330201,0.00317712470214,0.00147683219494,0.00141172184526,0.00197701717534,0.00212665406427,0.00182362902175,0.00202623980548,0.00176696116019,0.0,0.00183094293561,0.00236305048335,0.0016583747927,0.00253164556962
24,MoodWhiplash,0.00186353884461,0.00152178925525,0.00153616123548,0.00176004693458,0.00335913538776,0.0022735040195,0.00185807579856,0.00237154150198,0.0024000331039,0.0014896119169,0.00153704272979,0.0,0.00258445634115,0.00145726125962,0.00172989002842,0.00118147448015,0.000976944118796,0.00167164783952,0.00143357226204,0.00406504065041,0.00152578577968,0.0015574650913,0.00414593698176,0.0014064697609
25,KickTheDog,0.00183743886079,0.0015832756898,0.00149519693587,0.00205338809035,0.00160654301154,0.00167912388368,0.00210399759543,0.00158102766798,0.0021793404047,0.00172481379851,0.00171270475605,0.0,0.00239985231678,0.00195819481761,0.00172989002842,0.00212665406427,0.00136772176631,0.0013677118687,0.00120020003334,0.0,0.00213610009155,0.00214822771214,0.00248756218905,0.00393811533052
26,SceneryPorn,0.00173303892552,0.0013065867343,0.00227351862852,0.00146670577882,0.00233678983496,0.00093614871391,0.00109298576386,0.00632411067194,0.00260693250941,0.00188161505292,0.00171270475605,0.00158856235107,0.00498430865793,0.00127510360217,0.00172989002842,0.00189035916824,0.00175849941383,0.0027354237374,0.000966827804634,0.00406504065041,0.000610314311871,0.00126208378088,0.00290215588723,0.00450070323488
27,JerkWithAHeartOfGold,0.00172259893199,0.00116824225655,0.00129037543781,0.00146670577882,0.00204469110559,0.00240723955005,0.00106566111976,0.00158102766798,0.0022207202858,0.00290082320659,0.00122963418383,0.00317712470214,0.00110762414621,0.000956327701626,0.00172989002842,0.00118147448015,0.000651296079198,0.00309001570336,0.00116686114352,0.00406504065041,0.00457735733903,0.00102040816327,0.00124378109453,0.0014064697609
28,EvenEvilHasStandards,0.0015920990129,0.0018599646453,0.00135182188723,0.00117336462306,0.00219074047028,0.00135221480898,0.0031423340711,0.00316205533597,0.00165519524407,0.00133281066249,0.00118571867726,0.000794281175536,0.00166143621931,0.00145726125962,0.00111207216113,0.00141776937618,0.00123746255048,0.000455903956233,0.000966827804634,0.00813008130081,0.000915471467806,0.00222878625134,0.00145107794362,0.00393811533052
29,Badass,0.00158687901614,0.00258243025133,0.00198676853123,0.000293341155764,0.00160654301154,0.000980727224096,0.00245921796869,0.000790513833992,0.00142070925116,0.00078400627205,0.000922225637873,0.0,0.00110762414621,0.00132064301653,0.000123563573459,0.0,0.000716425687117,0.000557215946507,0.0015669278213,0.0,0.00213610009155,0.00249731471536,0.00228026533997,0.00506329113924
30,DrivenToSuicide,0.00157643902261,0.000722465606026,0.000737357393032,0.000880023467292,0.00277493792902,0.000995586727492,0.00136623220483,0.00158102766798,0.00262072580311,0.00078400627205,0.00109788766413,0.00238284352661,0.00239985231678,0.00227697071816,0.0021005807488,0.00141776937618,0.00293083235639,0.00212755179576,0.00116686114352,0.0,0.000915471467806,0.00196025778733,0.00228026533997,0.00028129395218
31,ButtMonkey,0.00156077903232,0.00107601260472,0.00153616123548,0.00205338809035,0.00131444428217,0.0029124626655,0.00144820613712,0.000790513833992,0.00118622325825,0.00243041944336,0.00149312722322,0.0,0.000738416097471,0.000409854729268,0.0021005807488,0.00212665406427,0.000781555295037,0.00192492781521,0.000700116686114,0.0,0.00244125724748,0.00061761546724,0.000621890547264,0.0028129395218
32,AssholeVictim,0.00152945905174,0.00104526938744,0.000696393093419,0.000586682311528,0.0010223455528,0.00126305778861,0.00245921796869,0.0,0.00140691595746,0.00031360250882,0.00118571867726,0.00635424940429,0.000553812073103,0.00450840202195,0.000494254293834,0.000708884688091,0.00273544353263,0.000405247961096,0.00100016669445,0.0,0.0,0.00295381310419,0.000621890547264,0.00084388185654
33,CaliforniaDoubling,0.00150857906468,0.00173699177619,0.00163857198452,0.000586682311528,0.00204469110559,0.00151566934633,0.0015301800694,0.0,0.00187588794328,0.0014896119169,0.000966141144438,0.0,0.00313826841425,0.000774170044173,0.0014827628815,0.00141776937618,0.00117233294256,0.00167164783952,0.00113352225371,0.0,0.00152578577968,0.00131578947368,0.00373134328358,0.00196905766526
34,CloudCuckooLander,0.00150857906468,0.00066097917147,0.000860250291871,0.00117336462306,0.00175259237622,0.00298676018247,0.00117495969615,0.00316205533597,0.00140691595746,0.00211681693454,0.00122963418383,0.0,0.00110762414621,0.000819709458536,0.00271839861609,0.0023629489603,0.000976944118796,0.00248214376171,0.000733455575929,0.0,0.00274641440342,0.000563909774436,0.00124378109453,0.0014064697609
35,TheDragon,0.00144593910352,0.00258243025133,0.00239641152735,0.00293341155764,0.00116839491748,0.000965867720701,0.00245921796869,0.00158102766798,0.00113105008345,0.00094080752646,0.00131746519696,0.00317712470214,0.00184604024368,0.000683091215447,0.000494254293834,0.000708884688091,0.000586166471278,0.00050655995137,0.00116686114352,0.0,0.00122062862374,0.00174543501611,0.000621890547264,0.00253164556962
36,HeroicSacrifice,0.00144071910675,0.00198293751441,0.00192532208181,0.00117336462306,0.000438148094056,0.000594380135816,0.000847063966992,0.00237154150198,0.00133794948896,0.00109760878087,0.00193228228888,0.00238284352661,0.00276906036552,0.00277790427615,0.000247127146917,0.00023629489603,0.00162824019799,0.000303935970822,0.00270045007501,0.0,0.000305157155935,0.00196025778733,0.00207296849088,0.0014064697609
37,HeroicBSOD,0.00143549910999,0.00142955960341,0.00131085758761,0.000880023467292,0.00233678983496,0.00105502474107,0.00112031040796,0.00237154150198,0.00202761417399,0.0014896119169,0.001010056651,0.0,0.00258445634115,0.00118402477344,0.000988508587668,0.00023629489603,0.00162824019799,0.0013677118687,0.00143357226204,0.0,0.00122062862374,0.00145005370569,0.00373134328358,0.00196905766526
38,MsFanservice,0.00142505911646,0.00132195834294,0.00133133973742,0.00205338809035,0.00131444428217,0.00181285941424,0.00150285542531,0.00158102766798,0.00111725678975,0.00141121128969,0.00136138070353,0.000794281175536,0.000553812073103,0.00132064301653,0.00185345360188,0.00189035916824,0.00175849941383,0.00197558381034,0.00116686114352,0.0,0.00366188587122,0.00123523093448,0.000207296849088,0.00196905766526
39,AffablyEvil,0.00137285914883,0.00121435708247,0.000860250291871,0.000293341155764,0.00219074047028,0.00130763629879,0.00265049047736,0.000790513833992,0.00148967571967,0.00062720501764,0.000878310131307,0.00555996822875,0.00221524829241,0.00141172184526,0.00086494501421,0.000708884688091,0.00169336980591,0.000759839927055,0.000700116686114,0.00406504065041,0.00122062862374,0.00196025778733,0.00186567164179,0.0028129395218
40,PetTheDog,0.0013624191553,0.00116824225655,0.00104458964013,0.00146670577882,0.00204469110559,0.00104016523768,0.00191272508676,0.000790513833992,0.00183450806218,0.00125441003528,0.00118571867726,0.00158856235107,0.00258445634115,0.000956327701626,0.0014827628815,0.00141776937618,0.00188875862967,0.00101311990274,0.000733455575929,0.00406504065041,0.00152578577968,0.00145005370569,0.0016583747927,0.00225035161744
41,ProductPlacement,0.00135197916177,0.001660133733,0.0015771255351,0.00117336462306,0.000146049364685,0.00170884289047,0.00114763505205,0.0,0.00100691044014,0.00235201881615,0.00122963418383,0.0,0.000369208048735,0.00072863062981,0.000988508587668,0.000945179584121,0.000911814510877,0.0013677118687,0.00183363893982,0.0,0.00152578577968,0.00118152524168,0.000621890547264,0.00056258790436
42,NotSoDifferent,0.00134675916501,0.00129121512566,0.001269893288,0.00117336462306,0.00146049364685,0.00105502474107,0.00163947864579,0.00158102766798,0.00186209464958,0.000862406899255,0.000878310131307,0.000794281175536,0.00295366438988,0.000546472972358,0.000494254293834,0.00047258979206,0.00136772176631,0.00101311990274,0.00120020003334,0.00406504065041,0.00152578577968,0.0016380236305,0.00352404643449,0.00168776371308
43,AxCrazy,0.00134153916825,0.00122972869111,0.000737357393032,0.000586682311528,0.000876296188112,0.000906429707119,0.00256851654507,0.0,0.00144829583856,0.000392003136025,0.00057090158535,0.00238284352661,0.000553812073103,0.00232251013252,0.000494254293834,0.000708884688091,0.00227953627719,0.000405247961096,0.000900150025004,0.00406504065041,0.000305157155935,0.00281954887218,0.00124378109453,0.00112517580872
44,TheReasonYouSuckSpeech,0.00133631917148,0.000707093997387,0.000778321692645,0.000293341155764,0.00160654301154,0.00164940487689,0.00114763505205,0.000790513833992,0.00182071476848,0.00172481379851,0.000922225637873,0.00317712470214,0.00147683219494,0.000318775900542,0.00185345360188,0.00141776937618,0.00117233294256,0.00217820779089,0.000666777796299,0.00406504065041,0.00213610009155,0.000886143931257,0.00207296849088,0.00084388185654
45,ClusterFBomb,0.00131543918443,0.000968411344247,0.000430125145935,0.00117336462306,0.00321308602308,0.00164940487689,0.00286908763013,0.00474308300395,0.00165519524407,0.000392003136025,0.000263493039392,0.0,0.000369208048735,0.00072863062981,0.000988508587668,0.00047258979206,0.000651296079198,0.000911807912466,0.000600100016669,0.0,0.00244125724748,0.0015843179377,0.00103648424544,0.00056258790436
46,CreatorCameo,0.00128933920061,0.000999154561525,0.00110603608955,0.000293341155764,0.00175259237622,0.00106988424447,0.00117495969615,0.00158102766798,0.00136553607636,0.00109760878087,0.00131746519696,0.00317712470214,0.000923020121839,0.00159387950271,0.00135919930804,0.00118147448015,0.00201901784551,0.00131705587356,0.00103350558426,0.00406504065041,0.00183094293561,0.0015843179377,0.00248756218905,0.00056258790436
47,Catchphrase,0.00128411920385,0.00112212743064,0.000901214591484,0.000880023467292,0.000876296188112,0.00190201643461,0.00150285542531,0.00237154150198,0.00114484337715,0.00133281066249,0.000834394624742,0.00158856235107,0.00129222817057,0.000819709458536,0.00135919930804,0.00141776937618,0.000521036863358,0.00116508788815,0.00126687781297,0.0,0.00213610009155,0.000805585392052,0.00186567164179,0.00168776371308
48,ChekhovsSkill,0.00126845921356,0.00156790408116,0.00163857198452,0.00146670577882,0.000584197458741,0.00135221480898,0.00144820613712,0.000790513833992,0.00114484337715,0.00188161505292,0.00131746519696,0.000794281175536,0.000738416097471,0.00104740653035,0.000741381440751,0.00047258979206,0.00136772176631,0.000861151917329,0.00116686114352,0.0,0.00152578577968,0.00128893662728,0.00145107794362,0.00084388185654
49,SoundtrackDissonance,0.00126845921356,0.000814695257859,0.000778321692645,0.00117336462306,0.00116839491748,0.000921289210515,0.00169412793398,0.00553359683794,0.00140691595746,0.000548804390435,0.000834394624742,0.00317712470214,0.00203064426805,0.00214035247507,0.00135919930804,0.00118147448015,0.00195388823759,0.000911807912466,0.00110018336389,0.0,0.000915471467806,0.00174543501611,0.00269485903814,0.0014064697609
50,NeverTrustATrailer,0.00126323921679,0.00127584351702,0.00110603608955,0.000880023467292,0.00146049364685,0.00101044623089,0.000983687187474,0.00237154150198,0.00153105560077,0.00133281066249,0.00140529621009,0.000794281175536,0.000923020121839,0.0012295641878,0.00086494501421,0.00118147448015,0.00208414745343,0.00121574388329,0.00146691115186,0.0,0.00152578577968,0.00145005370569,0.00103648424544,0.00028129395218
51,GenreSavvy,0.00125279922326,0.00146030282069,0.00116748253897,0.000293341155764,0.000146049364685,0.00136707431238,0.00150285542531,0.00158102766798,0.000896564090539,0.00101920815367,0.00149312722322,0.00238284352661,0.000369208048735,0.00195819481761,0.000988508587668,0.00141776937618,0.00175849941383,0.000911807912466,0.00113352225371,0.0,0.000610314311871,0.0015843179377,0.00103648424544,0.00084388185654
52,TakeThat,0.00122147924268,0.000860810083775,0.00100362534052,0.00146670577882,0.00160654301154,0.00209518997875,0.000956362543378,0.00395256916996,0.00092415067794,0.00117600940808,0.00131746519696,0.0,0.00110762414621,0.00100186711599,0.00271839861609,0.0023629489603,0.000911814510877,0.00167164783952,0.000966827804634,0.0,0.000610314311871,0.000805585392052,0.000621890547264,0.00112517580872
53,FanDisservice,0.00121103924916,0.00053800630236,0.000634946644,0.000880023467292,0.00116839491748,0.00112932225805,0.00114763505205,0.00237154150198,0.00131036290156,0.00047040376323,0.00057090158535,0.0,0.00110762414621,0.00255020720434,0.000988508587668,0.000708884688091,0.00201901784551,0.00101311990274,0.000700116686114,0.0,0.00213610009155,0.00145005370569,0.000829187396352,0.00056258790436
54,ShownTheirWork,0.00120581925239,0.00121435708247,0.00133133973742,0.00176004693458,0.00321308602308,0.00074297516977,0.000901713255185,0.000790513833992,0.00183450806218,0.00094080752646,0.000746563611611,0.000794281175536,0.0051689126823,0.000819709458536,0.000988508587668,0.00047258979206,0.000911814510877,0.000911807912466,0.00130021670278,0.0,0.00152578577968,0.00128893662728,0.00228026533997,0.00084388185654
55,SpiritualSuccessor,0.00120581925239,0.000737837214665,0.000901214591484,0.00176004693458,0.00204469110559,0.00145623133275,0.00103833647567,0.00158102766798,0.00132415619526,0.00125441003528,0.000922225637873,0.00158856235107,0.000923020121839,0.00072863062981,0.00185345360188,0.00307183364839,0.00110720333464,0.00187427182007,0.00120020003334,0.00406504065041,0.00152578577968,0.00110096670247,0.00124378109453,0.00168776371308
56,TemptingFate,0.00120059925563,0.0013834447775,0.00155664338529,0.00234672924611,0.00131444428217,0.0012927767954,0.000847063966992,0.00158102766798,0.00091035738424,0.00133281066249,0.00109788766413,0.0,0.00203064426805,0.00145726125962,0.00086494501421,0.00118147448015,0.000521036863358,0.000658527936781,0.0013335555926,0.0,0.00122062862374,0.00107411385607,0.00186567164179,0.0014064697609
57,YourCheatingHeart,0.00119537925886,0.00026131734686,0.000163857198452,0.000293341155764,0.00233678983496,0.00141165282256,0.00120228434025,0.00158102766798,0.00206899405509,0.000235201881615,0.000658732598481,0.00317712470214,0.000738416097471,0.000956327701626,0.00160632645496,0.00118147448015,0.00136772176631,0.00293804771795,0.00033338889815,0.0,0.000610314311871,0.00123523093448,0.00124378109453,0.00028129395218
58,NoNameGiven,0.00118493926534,0.000999154561525,0.000860250291871,0.00117336462306,0.0,0.00093614871391,0.00150285542531,0.00237154150198,0.00135174278266,0.000705605644845,0.00105397215757,0.00158856235107,0.00129222817057,0.00150280067398,0.000988508587668,0.000708884688091,0.00175849941383,0.00121574388329,0.000800133355559,0.00406504065041,0.000305157155935,0.00139634801289,0.00103648424544,0.0028129395218
59,GettingCrapPastTheRadar,0.00117971926857,0.000845438475136,0.00143375048645,0.00205338809035,0.000730246823426,0.00209518997875,0.00062846681422,0.00316205533597,0.000731044566132,0.00446883575069,0.00144921171666,0.00317712470214,0.000553812073103,0.000409854729268,0.00185345360188,0.00212665406427,0.000586166471278,0.00162099184438,0.000666777796299,0.00406504065041,0.00213610009155,0.000349087003222,0.00145107794362,0.00028129395218
60,NoodleIncident,0.00117971926857,0.00112212743064,0.00100362534052,0.00176004693458,0.000292098729371,0.00156024785652,0.00122960898434,0.0,0.00110346349605,0.00062720501764,0.000878310131307,0.0,0.000369208048735,0.000819709458536,0.000988508587668,0.00047258979206,0.00123746255048,0.00106377589788,0.00103350558426,0.0,0.00152578577968,0.00134264232009,0.000829187396352,0.00196905766526
61,EyeScream,0.00117449927181,0.00122972869111,0.00092169674129,0.000586682311528,0.000584197458741,0.000534942122234,0.000956362543378,0.0,0.000717251272431,0.00047040376323,0.00118571867726,0.0,0.000369208048735,0.00400746846396,0.000370690720376,0.00047258979206,0.00169336980591,0.000455903956233,0.00166694449075,0.00813008130081,0.000915471467806,0.00209452201933,0.00124378109453,0.00084388185654
62,BigDamnHeroes,0.00116927927505,0.00172162016755,0.00174098273355,0.00234672924611,0.000584197458741,0.00102530573428,0.000874388611088,0.000790513833992,0.000827597622036,0.00164641317131,0.00175662026261,0.00158856235107,0.000738416097471,0.00141172184526,0.000741381440751,0.000708884688091,0.000781555295037,0.000709183931918,0.00136689448241,0.0,0.000610314311871,0.000966702470462,0.00124378109453,0.00168776371308
63,WhamLine,0.00116927927505,0.000845438475136,0.000983143190709,0.000880023467292,0.000730246823426,0.000891570203724,0.00136623220483,0.00237154150198,0.00146208913226,0.000705605644845,0.000658732598481,0.0,0.00166143621931,0.00150280067398,0.000617817867293,0.000708884688091,0.00227953627719,0.00106377589788,0.00140023337223,0.0,0.000305157155935,0.00174543501611,0.00124378109453,0.00084388185654
64,WhatTheHellHero,0.00116405927828,0.00115287064791,0.000983143190709,0.000880023467292,0.00131444428217,0.00124819828521,0.00114763505205,0.000790513833992,0.00137932937006,0.00094080752646,0.000966141144438,0.0,0.00129222817057,0.00072863062981,0.00086494501421,0.000708884688091,0.000781555295037,0.00157033584925,0.00126687781297,0.0,0.000610314311871,0.000966702470462,0.0016583747927,0.00168776371308
65,VillainousBreakdown,0.00115883928152,0.00124510029975,0.00108555393974,0.00117336462306,0.00116839491748,0.000787553679956,0.00191272508676,0.0,0.00136553607636,0.00094080752646,0.000878310131307,0.00238284352661,0.000923020121839,0.00104740653035,0.000741381440751,0.00118147448015,0.00143285137423,0.000557215946507,0.000966827804634,0.0,0.00122062862374,0.0016111707841,0.000414593698176,0.00028129395218
66,BlackComedy,0.00115361928476,0.000491891476443,0.000409642996129,0.000880023467292,0.00131444428217,0.00185743792442,0.00185807579856,0.0,0.00146208913226,0.00015680125441,0.000966141144438,0.0,0.000923020121839,0.00154834008835,0.000988508587668,0.000708884688091,0.000911814510877,0.000759839927055,0.000566761126854,0.0,0.000305157155935,0.00115467239527,0.000829187396352,0.00028129395218
67,ActionGirl,0.00114317929123,0.00232111290447,0.00184339348258,0.00234672924611,0.000292098729371,0.000921289210515,0.00136623220483,0.00158102766798,0.000634491510228,0.00078400627205,0.00144921171666,0.000794281175536,0.000923020121839,0.0012295641878,0.000247127146917,0.00023629489603,0.000586166471278,0.000405247961096,0.00123353892315,0.0,0.000915471467806,0.00107411385607,0.000829187396352,0.00084388185654
68,AntiHero,0.00114317929123,0.0013834447775,0.000880732441677,0.000293341155764,0.000876296188112,0.000624099142607,0.0023499193923,0.0,0.00146208913226,0.000235201881615,0.000966141144438,0.00794281175536,0.000923020121839,0.000592012386721,0.000741381440751,0.000708884688091,0.00104207372672,0.000658527936781,0.000633438906484,0.0,0.000305157155935,0.00171858216971,0.00103648424544,0.00365682137834
